lead_text	photo_url	title	url	wikipedia_link
"Juan Lorenzo Palmireno (Latin: Joannes Laurentius Palmireno; 1524–1579) was an Aragonese humanist, playwright and educator. Philip II of Spain called him the most learned man in his kingdom."	http://dbpedia.org/resource/Valencia	Juan Lorenzo Palmireno	https://dbpedia.org/page/Juan_Lorenzo_Palmireno	http://en.wikipedia.org/wiki/Juan_Lorenzo_Palmireno?oldid=1081653271&ns=0
"The Deltona–Daytona Beach–Ormond Beach, Florida Metropolitan Statistical Area is a metropolitan statistical area (MSA) in central and the north portions of Florida consisting of Volusia and Flagler counties in the state of Florida. As of 2013, it is the 88th-largest MSA in the United States, with a census-estimated population of 600,756."	http://commons.wikimedia.org/wiki/Special:FilePath/Fun_Coast_Florida.png?width=300	"Deltona–Daytona Beach–Ormond Beach, Florida Metropolitan Statistical Area"	"https://dbpedia.org/page/Deltona%E2%80%93Daytona_Beach%E2%80%93Ormond_Beach,_Florida_Metropolitan_Statistical_Area"	"http://en.wikipedia.org/wiki/Deltona–Daytona_Beach–Ormond_Beach,_Florida_Metropolitan_Statistical_Area?oldid=1102673116&ns=0"
"Mikveh or mikvah (Hebrew: מִקְוֶה / מקווה‎, Modern: mīqve, Tiberian: mīqwe, pl. mikva'ot, mikvoth, mikvot, or (Yiddish) mikves, lit., ""a collection"") is a bath used for the purpose of ritual immersion in Judaism to achieve ritual purity."	http://commons.wikimedia.org/wiki/Special:FilePath/Temple_Beth-El_(Birmingham)_mikveh.jpg?width=300	Mikveh	https://dbpedia.org/page/Mikveh	http://en.wikipedia.org/wiki/Mikveh?oldid=1124852853&ns=0
"Paul Schatz (22 December 1898, Konstanz – 7 March 1979) was a German-born sculptor, inventor and mathematicianwho patented the oloid and discovered the inversions of the platonic solids, including the ""invertible cube"", which is often sold as an eponymous puzzle, the . From 1927 to his death he lived in Switzerland."	http://www.paul-schatz.ch/en/foundation/	Paul Schatz	https://dbpedia.org/page/Paul_Schatz	http://en.wikipedia.org/wiki/Paul_Schatz?oldid=1094771754&ns=0
"Oettern is a municipality in the Weimarer Land district of Thuringia, Germany."	http://dbpedia.org/resource/Weimarer_Land	Oettern	https://dbpedia.org/page/Oettern	http://en.wikipedia.org/wiki/Oettern?oldid=1121090384&ns=0
"Charles Diehl (French: [dil]; January 19, 1859 – November 1, 1944) was a French historian born in Strasbourg. He was a leading authority on Byzantine art and history."	http://commons.wikimedia.org/wiki/Special:FilePath/Charles_Diehl_1922.jpg?width=300	Charles Diehl	https://dbpedia.org/page/Charles_Diehl	http://en.wikipedia.org/wiki/Charles_Diehl?oldid=1104665371&ns=0
"Elliot Harold Paul (February 10, 1891 – April 7, 1958) was an American journalist and writer."	http://www.cowbeech.force9.co.uk/PAUL.htm	Elliot Paul	https://dbpedia.org/page/Elliot_Paul	http://en.wikipedia.org/wiki/Elliot_Paul?oldid=1116209195&ns=0
"Princess Anna of Bavaria (German: Anna-Natascha Prinzessin von Bayern; née Princess Anna-Natascha zu Sayn-Wittgenstein-Berleburg; born 15 March 1978), known professionally as Anna von Bayern, is a German journalist and author who has been serving as the Chief Corporate Affairs Officer at Coty Inc. since 2020. A member of the House of Sayn-Wittgenstein-Berleburg by birth, she became a member of the House of Wittelsbach in 2005 through her marriage to Prince Manuel of Bavaria."	http://dbpedia.org/resource/Prince_Ludwig_Ferdinand_of_Sayn-Wittgenstein-Berleburg	Anna von Bayern	https://dbpedia.org/page/Anna_von_Bayern	http://en.wikipedia.org/wiki/Anna_von_Bayern?oldid=1107489537&ns=0
"Nariman Karbalayi Najaf oghlu Narimanov (Azerbaijani: Nəriman Kərbəlayi Nəcəf oğlu Nərimanov, Russian: Нарима́н Кербелаи Наджа́ф оглы Нарима́нов; 14 April [O.S. 2 April] 1870 – 19 March 1925) was an Azerbaijani Bolshevik revolutionary, writer, publicist, politician and statesman. For just over one year beginning in May 1920, Narimanov headed the government of Soviet Azerbaijan. He was subsequently elected chairman of the Union Council of the Transcaucasian SFSR. He was also Party Chairman of the Central Executive Committee of the Soviet Union from 30 December 1922 until the day of his death."	http://dbpedia.org/resource/Russian_Empire	Nariman Narimanov	https://dbpedia.org/page/Nariman_Narimanov	http://en.wikipedia.org/wiki/Nariman_Narimanov?oldid=1119074824&ns=0
"Paul Oswald Ahnert (22 November 1897 – 27 February 1989) was a German astronomer. He first became famous in Germany for publishing the ""Kalender für Sternfreunde"" from 1948 until 1988, an annual calendar of astronomical events. The minor planet 3181 Ahnert is named in his honor."	http://dbpedia.org/resource/Template:Authority_control	Paul Oswald Ahnert	https://dbpedia.org/page/Paul_Oswald_Ahnert	http://en.wikipedia.org/wiki/Paul_Oswald_Ahnert?oldid=1113107082&ns=0
"Juan Diego Flórez (born Juan Diego Flórez Salom, January 13, 1973) is a Peruvian operatic tenor, particularly known for his roles in bel canto operas. On June 4, 2007, he received his country's highest decoration, the Knight Grand Cross in the Order of the Sun of Peru."	http://dbpedia.org/resource/Peru	Juan Diego Flórez	https://dbpedia.org/page/Juan_Diego_Fl%C3%B3rez	http://en.wikipedia.org/wiki/Juan_Diego_Flórez?oldid=1119827107&ns=0
"Epicharmus of Kos or Epicharmus Comicus or Epicharmus Comicus Syracusanus (Greek: Ἐπίχαρμος ὁ Κῷος), thought to have lived between c. 550 and c. 460 BC, was a Greek dramatist and philosopher who is often credited with being one of the first comic writers, having originated the Doric or Sicilian comedic form."	http://ccat.sas.upenn.edu/bmcr/2005/2005-10-24.html	Epicharmus of Kos	https://dbpedia.org/page/Epicharmus_of_Kos	http://en.wikipedia.org/wiki/Epicharmus_of_Kos?oldid=1110813285&ns=0
"Jean Spautz (born 9 September 1930 in Schifflange) is a politician in Luxembourg, and a Member of the European Parliament for the Christian Social People's Party, part of the European People's Party.1930, Schifflange (L), Worker (ouvrier-lamineur) at ARBED-Belval, trade unionist and secretary of the worker's delegation."	"http://commons.wikimedia.org/wiki/Special:FilePath/Journée_de_la_commémoration_nationale_2016,_Jean_Spautz-101.jpg?width=300"	Jean Spautz	https://dbpedia.org/page/Jean_Spautz	http://en.wikipedia.org/wiki/Jean_Spautz?oldid=1098326088&ns=0
"Church music is Christian music written for performance in church, or any musical setting of ecclesiastical liturgy, or music set to words expressing propositions of a sacred nature, such as a hymn."	"http://commons.wikimedia.org/wiki/Special:FilePath/54-aspetti_di_vita_quotidiana,_canto_in_chiesa,Taccuino_Sani.jpg?width=300"	Church music	https://dbpedia.org/page/Church_music	http://en.wikipedia.org/wiki/Church_music?oldid=1120093458&ns=0
"Gilbert Lazard (4 February 1920 – 6 September 2018) was a French linguist and Iranologist. His works include the study of various Iranian languages, translations of classical Persian poetry, and research on linguistic typology, notably on morphosyntactic alignment. He also studied various Polynesian languages most notably the Tahitian language."	http://commons.wikimedia.org/wiki/Special:FilePath/Lazard.jpg?width=300	Gilbert Lazard	https://dbpedia.org/page/Gilbert_Lazard	http://en.wikipedia.org/wiki/Gilbert_Lazard?oldid=1078625616&ns=0
"Gabriel Celaya (full name: Rafael Gabriel Juan Múgica Celaya Leceta; March 18, 1911 in Hernani, Gipuzkoa – April 18, 1991 in Madrid) was a Spanish poet. Gabriel settled in Madrid and studied engineering, working for a time as a Manager in his family's business. The poetry collection ""Norte"" was intended to bridge between the gap of the poetry of the generation of 1927, the exile and Europe. In 1946, he published the prose book ""Tentativas"" in which he signed as Gabriel Celaya for the first time. This is the first stage of existentialist character."	"http://dbpedia.org/resource/Hernani,_Gipuzkoa"	Gabriel Celaya	https://dbpedia.org/page/Gabriel_Celaya	http://en.wikipedia.org/wiki/Gabriel_Celaya?oldid=1121612352&ns=0
"Andrea Klára Osvárt (born 25 April 1979) is a Hungarian actress, film producer, and former fashion model."	http://commons.wikimedia.org/wiki/Special:FilePath/Andrea_Osvárt_cropped.jpg?width=300	Andrea Osvárt	https://dbpedia.org/page/Andrea_Osv%C3%A1rt	http://en.wikipedia.org/wiki/Andrea_Osvárt?oldid=1106359727&ns=0
"Paolo Baffi (5 August 1911 – 4 August 1989) was an Italian academic, banker, and economist. He was the Governor of Bank of Italy from 1975 to 1979."	http://commons.wikimedia.org/wiki/Special:FilePath/Nilde_Iotti_Paolo_Baffi.jpg?width=300	Paolo Baffi	https://dbpedia.org/page/Paolo_Baffi	http://en.wikipedia.org/wiki/Paolo_Baffi?oldid=1117992914&ns=0
"James Stephen Fossett (April 22, 1944 – September 3, 2007) was an American businessman and a record-setting aviator, sailor, and adventurer. He was the first person to fly solo nonstop around the world in a balloon and in a fixed-wing aircraft. He made his fortune in the financial services industry and held world records for five nonstop circumnavigations of the Earth: as a long-distance solo balloonist, as a sailor, and as a solo flight fixed-wing aircraft pilot."	http://dbpedia.org/resource/Garden_Grove_High_School	Steve Fossett	https://dbpedia.org/page/Steve_Fossett	http://en.wikipedia.org/wiki/Steve_Fossett?oldid=1119908163&ns=0
"Incubus is an American rock band from Calabasas, California. The band was formed in 1991 by vocalist Brandon Boyd, lead guitarist Mike Einziger, and drummer José Pasillas while enrolled in Calabasas High School and later expanded to include bassist Alex ""Dirk Lance"" Katunich, and Gavin ""DJ Lyfe"" Koppell; both of whom were replaced by bassist Ben Kenney and DJ Kilmore, respectively."	http://dbpedia.org/resource/Alex_Katunich	Incubus (band)	https://dbpedia.org/page/Incubus_(band)	http://en.wikipedia.org/wiki/Incubus_(band)?oldid=1123282158&ns=0
"Oscar Jerome Hijuelos (August 24, 1951 – October 12, 2013) was an American novelist. Of Cuban descent, during a year-long convalescence from a childhood illness spent in a Connecticut hospital he lost his knowledge of Spanish, his parents' native language. He was educated in New York City, and wrote short stories and advertising copy. For his second novel, adapted for the movie The Mambo Kings, he became the first Hispanic to win a Pulitzer Prize for fiction."	http://dbpedia.org/resource/City_College_of_New_York	Oscar Hijuelos	https://dbpedia.org/page/Oscar_Hijuelos	http://en.wikipedia.org/wiki/Oscar_Hijuelos?oldid=1111942121&ns=0
"Munojot Yoʻlchiyeva (born 1960), also known under the Russian form of her name, Munadjat Yulchieva, is the leading performer of classical Uzbek music and its Persian-language cousin Shashmaqâm. She is famous for the unique quality of her voice and her natural charisma. She is recognized as People's artist of Uzbekistan (1994). She is honored as the Heorine of Uzbekistan (2021)."	http://dbpedia.org/resource/Shashmaqam	Munojot Yoʻlchiyeva	https://dbpedia.org/page/Munojot_Yo%CA%BBlchiyeva	http://en.wikipedia.org/wiki/Munojot_Yoʻlchiyeva?oldid=1112417489&ns=0
"Hohengandern is a municipality in the district of Eichsfeld in Thuringia, Germany. It is part of the Verwaltungsgemeinschaft Hanstein-Rusteberg."	http://dbpedia.org/resource/http://dbpedia.org/resource/Germany	Hohengandern	https://dbpedia.org/page/Hohengandern	http://en.wikipedia.org/wiki/Hohengandern?oldid=1116185847&ns=0
"Nienburg (German: [ˈniːn.ˌbʊʁk], official name: Nienburg/Weser) (Low German: Nienborg, Neenborg or Negenborg) is a town and capital of the district Nienburg, in Lower Saxony, Germany."	https://www.nienburg.de/	"Nienburg, Lower Saxony"	"https://dbpedia.org/page/Nienburg,_Lower_Saxony"	"http://en.wikipedia.org/wiki/Nienburg,_Lower_Saxony?oldid=1121968236&ns=0"
"Lianella Carell (6 May 1927 – 22 December 2000) was an Italian film actress and screenwriter. She appeared in 18 films between 1948 and 1958. She is perhaps best known for playing Maria Ricci, the wife of the protagonist in the 1948 Vittorio De Sica film Bicycle Thieves, which was also her acting debut."	http://dbpedia.org/resource/Rome	Lianella Carell	https://dbpedia.org/page/Lianella_Carell	http://en.wikipedia.org/wiki/Lianella_Carell?oldid=971321142&ns=0
"Jerry I. Porras (born September 20, 1938) is an American organizational theorist, Lane Professor Emeritus of Organizational Behavior and Change at the Stanford University Graduate School of Business. He is best known as co-author of the 1994 bestseller Success Built to Last: Creating A Life That Matters, written with James C. Collins."	https://www.gsb.stanford.edu/faculty-research/faculty/jerry-i-porras	Jerry I. Porras	https://dbpedia.org/page/Jerry_I._Porras	http://en.wikipedia.org/wiki/Jerry_I._Porras?oldid=1122697104&ns=0
"Chloroform, or trichloromethane, is an organic compound with formula CHCl3 and a common organic solvent. It is a colorless, strong-smelling, dense liquid produced on a large scale as a precursor to PTFE. It is also a precursor to various refrigerants. It is one of the four chloromethanes and a trihalomethane. It is a powerful anesthetic, euphoriant, anxiolytic, and sedative when inhaled or ingested."	http://commons.wikimedia.org/wiki/Special:FilePath/Chloroform_displayed.svg?width=300	Chloroform	https://dbpedia.org/page/Chloroform	http://en.wikipedia.org/wiki/Chloroform?oldid=1119593993&ns=0
Erwin Friedrich Richard Biegel (25 March 1896 – 24 May 1954) was a German stage and film actor who appeared in over eighty feature films in a variety of supporting roles.	http://dbpedia.org/resource/Berlin	Erwin Biegel	https://dbpedia.org/page/Erwin_Biegel	http://en.wikipedia.org/wiki/Erwin_Biegel?oldid=1110888591&ns=0
"Hōzan Yamamoto (山本 邦山, Yamamoto Hōzan; October 6, 1937 - February 10, 2014 in Ōtsu, Shiga prefecture) was a Japanese shakuhachi player, composer and lecturer. Yamamoto started playing the Japanese bamboo flute shakuhachi at the age of nine. He was initially taught by his father and then by Chozan Nakanishi. After graduating from Kyoto Junior College of Foreign Studies in 1958, he participated in UNESCO's World Folk Music Festival and graduated from Seiha Music College in 1962. Together with koto player Shinichi Yuize and Tony Scott, he recorded the album Music for Zen Meditation in February 1964."	http://dbpedia.org/resource/Japan	Hōzan Yamamoto	https://dbpedia.org/page/H%C5%8Dzan_Yamamoto	http://en.wikipedia.org/wiki/Hōzan_Yamamoto?oldid=1122565097&ns=0
"Nicetas (c. 335–414) was Bishop of Remesiana (present-day Bela Palanka, Serbia), which was then in the Roman province of Dacia Mediterranea."	http://commons.wikimedia.org/wiki/Special:FilePath/Saint_Nicetas_Bishop_of_Remesiana.jpg?width=300	Nicetas of Remesiana	https://dbpedia.org/page/Nicetas_of_Remesiana	http://en.wikipedia.org/wiki/Nicetas_of_Remesiana?oldid=1082940300&ns=0
"Saint Gorgonius of Nicomedia (Greek: Ἅγιος Γοργόνιος Νικομηδείας) was a Christian martyr, part of the group Gorgonius, Peter Cubicularius and Dorotheus, who died in 304 AD at Nicomedia during the Diocletianic Persecution."	https://web.archive.org/web/20110718231432/http:/www.dom-minden.de/domschatz/reliquiare/gorgonius.html	Gorgonius	https://dbpedia.org/page/Gorgonius	http://en.wikipedia.org/wiki/Gorgonius?oldid=1092179263&ns=0
"The order Ascaridida includes several families of parasitic roundworms with three ""lips"" on the anterior end. They were formerly placed in the subclass Rhabditia by some, but morphological and DNA sequence data rather unequivocally assign them to the Spiruria. The Oxyurida and are occasionally placed in the Ascaridida as superfamily Oxyuroidea, but while they seem indeed to be Spiruria, they are not as close to Ascaris as such a treatment would place them.These ""worms"" contain a number of important parasites of humans and domestic animals. Important families include:"	http://commons.wikimedia.org/wiki/Special:FilePath/Anisakids.jpg?width=300	Ascaridida	https://dbpedia.org/page/Ascaridida	http://en.wikipedia.org/wiki/Ascaridida?oldid=1005692957&ns=0
"Friedrich Wilhelm Ernst (or Ernest) Dohm (born Elias Levy Dohm; also known by his pseudonym Karlchen Mießnick; 24 May 1819, Breslau – 5 February 1883, Berlin) was a German editor, actor, and translator. He was Jewish and a convert to Christianity. He married the feminist Hedwig Dohm and had five children: 1. 
* Hans Ernst Dohm (1854–1866) 2. 
* (Gertrud) Hedwig (Anna) Dohm (1855–1942), married to the Jewish scientist Alfred Pringsheim 3. 
* Ida Marie Elisabeth Dohm (1856–?) 4. 
* Marie Pauline Adelheid Dohm (1858–?) 5. 
* Eva Dohm (1860–?)"	http://commons.wikimedia.org/wiki/Special:FilePath/Ernst_Dohm.jpg?width=300	Ernst Dohm	https://dbpedia.org/page/Ernst_Dohm	http://en.wikipedia.org/wiki/Ernst_Dohm?oldid=1068129197&ns=0
"Aynsley Lister (born 14 November 1976 in Leicester, England) is a British blues-rock guitarist/singer and songwriter."	http://dbpedia.org/resource/Blues	Aynsley Lister	https://dbpedia.org/page/Aynsley_Lister	http://en.wikipedia.org/wiki/Aynsley_Lister?oldid=1120937665&ns=0
"Günther Josten (7 November 1921 – 7 July 2004) was a German Luftwaffe military aviator during World War II, a fighter ace credited with 178 enemy aircraft shot down in 420 combat missions, all of which claimed over the Eastern Front. Following World War II, he served in the newly established West Germany's Air Force in the Bundeswehr."	http://dbpedia.org/resource/Eastern_Front_(World_War_II)	Günther Josten	https://dbpedia.org/page/G%C3%BCnther_Josten	http://en.wikipedia.org/wiki/Günther_Josten?oldid=1121273730&ns=0
"Carl Frederick Abel Pantin FRS (30 March 1899 – 14 January 1967) was a British zoologist. He was educated at Tonbridge School and Christ's College, Cambridge. In 1937, he won the Trail Medal of the Linnean Society, was elected a Fellow of the Royal Society in 1937, won one of its Royal Medals in 1950. Pantin was president of the Linnean Society 1958 - 1961, and won the Linnean Medal, with Richard E. Holttum, in 1964. He was Professor of Zoology, Cambridge University from 1959 to 1966, and President of the Marine Biological Association from 1960 to 1966."	http://commons.wikimedia.org/wiki/Special:FilePath/1939_Register.jpg?width=300	Carl Pantin	https://dbpedia.org/page/Carl_Pantin	http://en.wikipedia.org/wiki/Carl_Pantin?oldid=1096444546&ns=0
"Thomas Bardwell (1704 – 9 September 1767) was an English portrait and figure painter, art copyist, and writer."	"http://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Bardwell,_by_Thomas_Bardwell.jpg?width=300"	Thomas Bardwell	https://dbpedia.org/page/Thomas_Bardwell	http://en.wikipedia.org/wiki/Thomas_Bardwell?oldid=1085645626&ns=0
"Richard Olding Hynes FRS (born 29 November 1944) is a British biologist, a Howard Hughes Medical Institute Investigator, and the Daniel K. Ludwig Professor for Cancer Research at the Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology. His research focuses on cell adhesion and the interactions between cells and the extracellular matrix, with a particular interest in understanding molecular mechanisms of cancer metastasis. He is well known as a co-discoverer of fibronectin molecules, a discovery that has been listed by Thomson Reuters ScienceWatch as a Nobel Prize candidate."	http://dbpedia.org/resource/Cell_biology	Richard Hynes	https://dbpedia.org/page/Richard_Hynes	http://en.wikipedia.org/wiki/Richard_Hynes?oldid=1114320993&ns=0
"Vorharz is a Verbandsgemeinde (""collective municipality"") in the Harz district, in Saxony-Anhalt, Germany. It is situated east of Halberstadt. It was created on 1 January 2010. The seat of the Verbandsgemeinde is in Wegeleben. The Verbandsgemeinde Vorharz consists of the following municipalities: 1. 
* Ditfurt 2. 
* Groß Quenstedt 3. 
* Harsleben 4. 
* Hedersleben 5. 
* Schwanebeck 6. 
* Selke-Aue 7. 
* Wegeleben"	http://dbpedia.org/resource/http://dbpedia.org/resource/Germany	Vorharz	https://dbpedia.org/page/Vorharz	http://en.wikipedia.org/wiki/Vorharz?oldid=1044135995&ns=0
"Caliban are a German metalcore band from Essen. To date, they have released thirteen studio albums and two EPs, along with two split albums with Heaven Shall Burn."	"http://dbpedia.org/resource/Essen,_Germany"	Caliban (band)	https://dbpedia.org/page/Caliban_(band)	http://en.wikipedia.org/wiki/Caliban_(band)?oldid=1123581499&ns=0
"Elias John Wilkinson Gibb (3 June 1857 - 5 December 1901) was a Scottish orientalist. Gibb was born 3 June 1857 in Glasgow, at 25 Newton Place, to Elias John Gibb and Jane Gilman. He was educated by Collier and matriculated from Glasgow University in 1873. Gibb acquired a knowledge of Arabic and Persian languages, and became especially interested in Turkish language and literature. Gibb married and moved to London in 1899. He made a few visits to Europe, but never visited the regions that he studied. He did, however, come to be viewed as a sympathetic and talented orientalist, with an excellent library, and was acquainted with Muslim poets and scholars. His series of volumes on Ottoman poetry is especially noteworthy."	http://commons.wikimedia.org/wiki/Special:FilePath/Elias_John_Wilkinson_Gibb.jpg?width=300	Elias John Wilkinson Gibb	https://dbpedia.org/page/Elias_John_Wilkinson_Gibb	http://en.wikipedia.org/wiki/Elias_John_Wilkinson_Gibb?oldid=1084478644&ns=0
"Several spellings of his names (James, Jacob; Laines, Laynez, Lainez) are in use and some of them can be found in other Wikipedia articles Diego Laynez, S.J. (sometimes spelled Laínez) (Spanish: Diego Laynez), born in 1512 (Almazán, Spain) and died on 19 January 1565 (Rome), was a Spanish Jesuit priest and theologian of Jewish descent, and the second Superior General of the Society of Jesus."	"http://commons.wikimedia.org/wiki/Special:FilePath/Portret_van_de_jezuïet_Jacobus_Laynez_Portretten_van_generaal_oversten_van_de_jezuïeten_(serietitel)_Effigies_præpositorvm_generalivm_societatis_Iesv_(serietitel),_RP-P-1910-4016.jpg?width=300"	Diego Laynez	https://dbpedia.org/page/Diego_Laynez	http://en.wikipedia.org/wiki/Diego_Laynez?oldid=1095955610&ns=0
"Jean-Désiré Ringel, known as Ringel d'Illzach (29 September 1849 in Illzach – 28 July 1916 in Strasbourg) was a French-Alsatian sculptor and engraver."	http://commons.wikimedia.org/wiki/Special:FilePath/Ringel_d'Illzach_par_Bertillon-Musée_d'art_moderne_et_contemporain_de_Strasbourg_(2).jpg?width=300	Jean-Désiré Ringel d'Illzach	https://dbpedia.org/page/Jean-D%C3%A9sir%C3%A9_Ringel_d'Illzach	http://en.wikipedia.org/wiki/Jean-Désiré_Ringel_d'Illzach?oldid=1087810801&ns=0
"Helena Almeida GOIH (11 April 1934 – 25 September 2018) was a Portuguese artist known for her work in photography, performance art, body art, painting and drawing. She represented Portugal at the Venice Biennale in 1982 and 2005 and had a solo exhibition at the Art Institute of Chicago in 2017."	http://commons.wikimedia.org/wiki/Special:FilePath/Helena_Almeida_2012_3.jpg?width=300	Helena Almeida	https://dbpedia.org/page/Helena_Almeida	http://en.wikipedia.org/wiki/Helena_Almeida?oldid=1123279244&ns=0
"Hans Werner Olm (Born Hans Olm, 1 February 1955 in Bochum) is a German television and film comedian. His career began in 1975, when Olm travelled to Berlin to begin his comedy career in the city's clubs, striking a partnership in 1976 with Jürgen von der Lippe among others, known as the Gebrüder Blattschuss. In the following years he furthered his career as a standup comedian on a variety of television programmes, alongside German celebrities such as Mike Krüger and Gabi Decker."	http://commons.wikimedia.org/wiki/Special:FilePath/HansWernerOlm.jpg?width=300	Hans Werner Olm	https://dbpedia.org/page/Hans_Werner_Olm	http://en.wikipedia.org/wiki/Hans_Werner_Olm?oldid=1069365767&ns=0
Ariane Hingst (born 25 July 1979) is a German former footballer who works as an analyst for Fox Sports. She was primarily utilized as a defender or a defensive midfielder.	http://dbpedia.org/resource/Ariane_Hingst__CareerStation__1	Ariane Hingst	https://dbpedia.org/page/Ariane_Hingst	http://en.wikipedia.org/wiki/Ariane_Hingst?oldid=1121283231&ns=0
"The Family Research Council (FRC) is an American evangelical activist group and think-tank with an affiliated lobbying organization. FRC promotes what it considers to be family values. It opposes and lobbies against: access to pornography, embryonic stem-cell research, abortion, divorce, and LGBT rights (such as anti-discrimination laws, same-sex marriage, same-sex civil unions, and LGBT adoption). The FRC has been criticized by media sources and professional organizations such as the American Sociological Association for using ""anti-gay pseudoscience"" to falsely conflate homosexuality and pedophilia, and falsely to claim that the children of same-sex parents suffer from more mental health problems."	http://commons.wikimedia.org/wiki/Special:FilePath/Family_Research_Council_logo.png?width=300	Family Research Council	https://dbpedia.org/page/Family_Research_Council	http://en.wikipedia.org/wiki/Family_Research_Council?oldid=1123685310&ns=0
"René Wohlhauser (born 24 March 1954) is a Swiss composer, pianist, singer, improviser, conductor and music teacher."	http://commons.wikimedia.org/wiki/Special:FilePath/Wohlhauser_0060_beschnitten.jpg?width=300	René Wohlhauser	https://dbpedia.org/page/Ren%C3%A9_Wohlhauser	http://en.wikipedia.org/wiki/René_Wohlhauser?oldid=1109108465&ns=0
"A ranged weapon is any weapon that can engage targets beyond hand-to-hand distance, i.e. at distances greater than the physical reach of the user holding the weapon itself. The act of using such a weapon is also known as shooting. It is sometimes also called projectile weapon or missile weapon because it typically works by launching solid projectiles (""missiles""), though technically a fluid-projector (which throws out pressurized streams of liquid or even gas) and a directed-energy weapon (which does not involve any tangible projectile) are also ranged weapons. In contrast, a weapon intended to be used in hand-to-hand combat is called a melee weapon."	http://commons.wikimedia.org/wiki/Special:FilePath/Battle_of_crecy_froissart.jpg?width=300	Ranged weapon	https://dbpedia.org/page/Ranged_weapon	http://en.wikipedia.org/wiki/Ranged_weapon?oldid=1124743527&ns=0
Fahri Ogün Yardım (born 4 July 1980) is a German actor.	https://web.archive.org/web/20131117170330/http:/agentur-velvet.de/vita.php%3Fuid=38	Fahri Yardım	https://dbpedia.org/page/Fahri_Yard%C4%B1m	http://en.wikipedia.org/wiki/Fahri_Yardım?oldid=1117403220&ns=0
Solms lies right in the Lahn valley at the mouth of the eponymous little river Solmsbach and is nestled between the foothills of both the Taunus and Westerwald at heights from 140 to 400 m above sea level. It is about 7 km west of Wetzlar and 30 km northeast of Limburg an der Lahn.	http://dbpedia.org/resource/Lahn-Dill-Kreis	Solms	https://dbpedia.org/page/Solms	http://en.wikipedia.org/wiki/Solms?oldid=1121266600&ns=0
"Wa (Va) is an Austroasiatic language spoken by the Wa people of Myanmar and China. There are three distinct varieties, sometimes considered separate languages; their names in Ethnologue are Parauk, the majority and standard form; Vo (Zhenkang Wa, 40,000 speakers) and Awa (100,000 speakers), though all may be called Wa, Awa, Va, Vo. David Bradley (1994) estimates there are total of 820,000 Wa speakers."	http://dbpedia.org/resource/Khasi–Palaungic_languages	Wa language	https://dbpedia.org/page/Wa_language	http://en.wikipedia.org/wiki/Wa_language?oldid=1120222849&ns=0
"Hans Weiditz the Younger, Hans Weiditz der Jüngere, Hans Weiditz II (1495 Freiburg im Breisgau - c1537 Bern), was a German Renaissance artist, also known as The Petrarch Master for his woodcuts illustrating Petrarch's De remediis utriusque fortunae, or Remedies for Both Good and Bad Fortune, or Phisicke Against Fortune. He is best known today for his very lively scenes and caricatures of working life and people, many created to illustrate the abstract philosophical maxims of Cicero and Petrarch."	http://commons.wikimedia.org/wiki/Special:FilePath/Hans_Weiditz05.jpg?width=300	Hans Weiditz	https://dbpedia.org/page/Hans_Weiditz	http://en.wikipedia.org/wiki/Hans_Weiditz?oldid=1058678878&ns=0
"John of Salisbury (late 1110s – 25 October 1180), who described himself as Johannes Parvus (""John the Little""), was an English author, philosopher, educationalist, diplomat and bishop of Chartres."	http://dbpedia.org/resource/Salisbury	John of Salisbury	https://dbpedia.org/page/John_of_Salisbury	http://en.wikipedia.org/wiki/John_of_Salisbury?oldid=1122697658&ns=0
"Luigi Fabbri (1877–1935) was an Italian anarchist, writer, and educator, who was charged with defeatism during World War I. He was the father of Luce Fabbri."	http://dbpedia.org/resource/Luigi_Fabbri__PersonFunction__1	Luigi Fabbri	https://dbpedia.org/page/Luigi_Fabbri	http://en.wikipedia.org/wiki/Luigi_Fabbri?oldid=1112952431&ns=0
"Gunnar Fischer (18 November 1910 – 11 June 2011) was a Swedish cinematographer who worked with director Ingmar Bergman on several of the director's best-known films, including Smiles of a Summer Night (1955) and The Seventh Seal (1957). In addition to his career as cinematographer, Gunnar Fischer directed short films, wrote screenplays (1933–41) and published books for children."	http://dbpedia.org/resource/Elis_Fischer	Gunnar Fischer	https://dbpedia.org/page/Gunnar_Fischer	http://en.wikipedia.org/wiki/Gunnar_Fischer?oldid=1106030861&ns=0
"An executioner, also known as a hangman or headsman, is an official who executes a sentence of capital punishment on a legally condemned person."	http://commons.wikimedia.org/wiki/Special:FilePath/Палач_у_экспозиции_орудий_пыток.jpg?width=300	Executioner	https://dbpedia.org/page/Executioner	http://en.wikipedia.org/wiki/Executioner?oldid=1119670578&ns=0
"An automotive head unit, sometimes called the infotainment system, is a component providing a unified hardware interface for the system, including screens, buttons and system controls for numerous integrated information and entertainment functions. Other names for automotive head units include car stereo, car receiver, deck, in-dash stereo, and dash stereo."	http://commons.wikimedia.org/wiki/Special:FilePath/Autoradio_panasonic.jpg?width=300	Automotive head unit	https://dbpedia.org/page/Automotive_head_unit	http://en.wikipedia.org/wiki/Automotive_head_unit?oldid=1097913172&ns=0
