lead_text	photo_url	title	url	wikipedia_link
"Butyric acid (/ˈbjuːtɪrɪk/; from Ancient Greek: βούτῡρον, meaning ""butter""), also known under the systematic name butanoic acid, is a straight-chain alkyl carboxylic acid with the chemical formula CH3CH2CH2CO2H. It is an oily, colorless liquid with an unpleasant odor. Isobutyric acid (2-methylpropanoic acid) is an isomer. Salts and esters of butyric acid are known as butyrates or butanoates. The acid does not occur widely in nature, but its esters are widespread. It is a common industrial chemical and an important component in the mammalian gut."	http://commons.wikimedia.org/wiki/Special:FilePath/Butyric_acid_acsv.svg?width=300	Butyric acid	https://dbpedia.org/page/Butyric_acid	http://en.wikipedia.org/wiki/Butyric_acid?oldid=1123812784&ns=0
"Andrew Gordon (15 June 1712 - 22 August 1751) was a Scottish Benedictine monk, physicist and inventor. He made the first electric motor."	http://dbpedia.org/resource/Template:Authority_control	Andrew Gordon (Benedictine)	https://dbpedia.org/page/Andrew_Gordon_(Benedictine)	http://en.wikipedia.org/wiki/Andrew_Gordon_(Benedictine)?oldid=995678375&ns=0
"Robert Douglas Thomas Pattinson (born 13 May 1986) is an English actor. Known for starring in both big-budget and independent films, Pattinson has ranked among the world's highest-paid actors. In 2010, Time magazine named him one of the 100 most influential people in the world, and he was featured in the Forbes Celebrity 100 list. Aside from acting, Pattinson plays music and has sung on several soundtracks for film. He supports several charities, including the GO Campaign, and has been the face of Dior Homme fragrance since 2013."	http://dbpedia.org/resource/Lizzy_Pattinson	Robert Pattinson	https://dbpedia.org/page/Robert_Pattinson	http://en.wikipedia.org/wiki/Robert_Pattinson?oldid=1118968790&ns=0
"Vught (Dutch pronunciation: [vʏxt]) is a municipality and a town in the southern Netherlands, and lies just south of the industrial and administrative centre of 's-Hertogenbosch. Many commuters live in the municipality, and the town of Vught was once named ""Best place to live"" by the Dutch magazine Elsevier."	http://dbpedia.org/resource/Municipal_council_(Netherlands)	Vught	https://dbpedia.org/page/Vught	http://en.wikipedia.org/wiki/Vught?oldid=1105672135&ns=0
"Mario Schiano (20 July 1933 in Naples – 10 May 2008 in Rome) was an Italian alto saxophonist and soprano saxophonist associated with avant-garde/free jazz. He was born in Naples. A member of the Italian Instabile Orchestra, Schiano recorded with musicians such as Famoudou Don Moye, Eugenio Colombo, Ernst Reijseger, Paul Rutherford, Gianluigi Trovesi and Joëlle Léandre, among others. He died in Rome in 2008."	http://dbpedia.org/resource/Template:Allmusic	Mario Schiano	https://dbpedia.org/page/Mario_Schiano	http://en.wikipedia.org/wiki/Mario_Schiano?oldid=1095720781&ns=0
"Westhavelland Nature Park is a nature park and reserve in the state of Brandenburg, Germany. It covers an area of 1,315 square kilometres (508 sq mi). It was established on 11 June 1998. The park was designated an IDA International Dark Sky Reserve on 12 February 2014."	http://commons.wikimedia.org/wiki/Special:FilePath/Karte_Naturpark_Westhavelland.png?width=300	Westhavelland Nature Park	https://dbpedia.org/page/Westhavelland_Nature_Park	http://en.wikipedia.org/wiki/Westhavelland_Nature_Park?oldid=1019085156&ns=0
"Korswandt is a municipality in the Vorpommern-Greifswald district, in Mecklenburg-Vorpommern, Germany."	http://dbpedia.org/resource/Vorpommern-Greifswald	Korswandt	https://dbpedia.org/page/Korswandt	http://en.wikipedia.org/wiki/Korswandt?oldid=1092524459&ns=0
Robert Demachy (1859–1936) was a prominent French Pictorial photographer of the late 19th and early 20th century. He is best known for his intensely manipulated prints that display a distinct painterly quality.	http://commons.wikimedia.org/wiki/Special:FilePath/Robert_Demachy_-_Selfportrait.jpg?width=300	Robert Demachy	https://dbpedia.org/page/Robert_Demachy	http://en.wikipedia.org/wiki/Robert_Demachy?oldid=1088583363&ns=0
"Abu Mahmud Hamid ibn al-Khidr al-Khojandi (known as Abu Mahmood Khojandi, Alkhujandi or al-Khujandi, Persian: ابومحمود خجندی, c. 940 - 1000) was a Muslim Transoxanian astronomer and mathematician born in Khujand (now part of Tajikistan) who lived in the late 10th century and helped build an observatory, near the city of Ray (near today's Tehran), in Iran."	http://islamsci.mcgill.ca/RASI/BEA/Khujandi_BEA.pdf	Abu-Mahmud Khojandi	https://dbpedia.org/page/Abu-Mahmud_Khojandi	http://en.wikipedia.org/wiki/Abu-Mahmud_Khojandi?oldid=1115699456&ns=0
"Hilton Edwards (2 February 1903 – 18 November 1982) was an English-born Irish actor, lighting designer and theatrical producer. He co-founded the Gate Theatre with his partner Micheál Mac Liammóir and two others, and has been referred to as the founder of Irish theatre. He was one of the most recognisable figures in the arts in 20th century Ireland."	http://commons.wikimedia.org/wiki/Special:FilePath/Hilton_Edwards_photo.jpg?width=300	Hilton Edwards	https://dbpedia.org/page/Hilton_Edwards	http://en.wikipedia.org/wiki/Hilton_Edwards?oldid=1116292030&ns=0
Icchokas Meras (8 October 1934 – 13 March 2014) was a Lithuanian writer.	"http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv_Bild_183-G0710-0001-014,_Rostock,_Buchbasar,_litauischer_Schriftsteller.jpg?width=300"	Icchokas Meras	https://dbpedia.org/page/Icchokas_Meras	http://en.wikipedia.org/wiki/Icchokas_Meras?oldid=1116748302&ns=0
Robert Cambert (c. 1628–1677) was a French composer principally of opera. His opera Pomone was the first actual opera in French.	http://dbpedia.org/resource/Template:Authority_control	Robert Cambert	https://dbpedia.org/page/Robert_Cambert	http://en.wikipedia.org/wiki/Robert_Cambert?oldid=1063807570&ns=0
"Claire Julia Hawes (born 10 February 1976), known professionally as Keeley Hawes, is an English actress. After beginning her career in a number of literary adaptations, including Our Mutual Friend (1998) and Tipping the Velvet (2002), Hawes rose to fame for her portrayal of Zoe Reynolds in the BBC series Spooks (2002–2004), followed by her co-lead performance as DI Alex Drake in Ashes to Ashes (2008–2010). She is also known for her roles in Jed Mercurio's Line of Duty as DI Lindsay Denton (2014–2016) and in BBC One drama Bodyguard (2018) in which she played Home Secretary Julia Montague. Hawes is a three-time BAFTA TV Award nominee, having been nominated for the British Academy Television Award for Best Actress for her roles as Lindsay Denton and Julia Montague, and a British Academy Telev"	http://dbpedia.org/resource/Paddington	Keeley Hawes	https://dbpedia.org/page/Keeley_Hawes	http://en.wikipedia.org/wiki/Keeley_Hawes?oldid=1118016129&ns=0
"Steven M. Rales (born March 31, 1951) is an American businessman, film producer and chairman of Danaher Corporation. In 2022 Forbes listed him as the 75th richest person in America, with a net worth of $7.8 billion. Steven Rales and his brother Mitchell acquired a REIT in 1983 and merged it into their firm Danaher, named after a Montana creek. Focused on tax avoidance and cash flow, they acquired more than three dozen companies and turned Danaher into a diversified firm.[1]"	http://dbpedia.org/resource/DePauw_University	Steven M. Rales	https://dbpedia.org/page/Steven_M._Rales	http://en.wikipedia.org/wiki/Steven_M._Rales?oldid=1111713907&ns=0
"Vyacheslav Kazymyrovych Lypynsky (Polish: Wacław Lipiński, Ukrainian: Липинський В'ячеслав Казимирович) (April 5, 1882 — June 14, 1931) was a Ukrainian historian, social and political activist, an ideologue of . He was also the founder of the Ukrainian Democratic–Agrarian Party. Under the government of Hetmanate, he served as the Ukrainian ambassador to Austria."	"http://commons.wikimedia.org/wiki/Special:FilePath/Vyacheslav_Lypynsky,_1921.jpg?width=300"	Vyacheslav Lypynsky	https://dbpedia.org/page/Vyacheslav_Lypynsky	http://en.wikipedia.org/wiki/Vyacheslav_Lypynsky?oldid=1112450200&ns=0
"Chen Yi (simplified Chinese: 陈怡; traditional Chinese: 陳怡; pinyin: Chén Yí) (born April 4, 1953) is a Chinese-American violinist and composer of contemporary classical music. She was the first Chinese woman to receive a Master of Arts (M.A.) in music composition from the Central Conservatory of Music in Beijing. Chen was a finalist for the 2006 Pulitzer Prize for Music for her composition Si Ji (Four Seasons), and has received awards from the Koussevistky Music Foundation and American Academy of Arts and Letters (Lieberson Award), as well as fellowships from the Guggenheim Foundation and the National Endowment for the Arts. In 2010, she was awarded an Honorary Doctorate from The New School and in 2012, she was awarded the Brock Commission from the American Choral Directors Association. She"	http://dbpedia.org/resource/People's_Republic_of_China	Chen Yi (composer)	https://dbpedia.org/page/Chen_Yi_(composer)	http://en.wikipedia.org/wiki/Chen_Yi_(composer)?oldid=1119186152&ns=0
"The Museo Egizio (Italian for Egyptian Museum) is an archaeological museum in Turin, Piedmont, Italy, specializing in Egyptian archaeology and anthropology. It houses one of the largest collections of Egyptian antiquities, with more than 30,000 artifacts, and is considered the second most important Egyptology collection in the world, after the Egyptian Museum of Cairo. In 2019, it received 853,320 visitors, making it one of the most visited museums in Italy."	http://dbpedia.org/resource/Turin	Museo Egizio	https://dbpedia.org/page/Museo_Egizio	http://en.wikipedia.org/wiki/Museo_Egizio?oldid=1115791075&ns=0
"Lewis Weston Dillwyn, FRS (21 August 1778 – 31 August 1855) was a British porcelain manufacturer, naturalist and Whig Member of Parliament (MP)."	http://dbpedia.org/resource/Member_of_Parliament_(United_Kingdom)	Lewis Weston Dillwyn	https://dbpedia.org/page/Lewis_Weston_Dillwyn	http://en.wikipedia.org/wiki/Lewis_Weston_Dillwyn?oldid=1121380983&ns=0
"UNICEF (/ˈjuːniˌsɛf/), originally called the United Nations International Children's Emergency Fund in full, now officially United Nations Children's Fund, is an agency of the United Nations responsible for providing humanitarian and developmental aid to children worldwide. The agency is among the most widespread and recognizable social welfare organizations in the world, with a presence in 192 countries and territories. UNICEF's activities include providing immunizations and disease prevention, administering treatment for children and mothers with HIV, enhancing childhood and maternal nutrition, improving sanitation, promoting education, and providing emergency relief in response to disasters."	http://dbpedia.org/resource/UNICEF__PersonFunction__1	UNICEF	https://dbpedia.org/page/UNICEF	http://en.wikipedia.org/wiki/UNICEF?oldid=1124762824&ns=0
"Harold Samuel Shapero (April 29, 1920 – May 17, 2013) was an American composer."	http://www.bruceduffie.com/shapero.html	Harold Shapero	https://dbpedia.org/page/Harold_Shapero	http://en.wikipedia.org/wiki/Harold_Shapero?oldid=1084955443&ns=0
"Eudora Alice Welty (April 13, 1909 – July 23, 2001) was an American short story writer, novelist and photographer who wrote about the American South. Her novel The Optimist's Daughter won the Pulitzer Prize in 1973. Welty received numerous awards, including the Presidential Medal of Freedom and the Order of the South. She was the first living author to have her works published by the Library of America. Her house in Jackson, Mississippi has been designated as a National Historic Landmark and is open to the public as a house museum."	"http://dbpedia.org/resource/Jackson,_Mississippi"	Eudora Welty	https://dbpedia.org/page/Eudora_Welty	http://en.wikipedia.org/wiki/Eudora_Welty?oldid=1124932183&ns=0
"Sigismund of Luxembourg (15 February 1368 – 9 December 1437) was a monarch who as King of Hungary and Croatia (jure uxoris) from 1387, King of Germany from 1410, King of Bohemia from 1419, and Holy Roman Emperor from 1433 until his death in 1437, as well as prince-elector of Brandenburg (1378–1388 and 1411–1415). He was the last male member of the House of Luxembourg."	http://dbpedia.org/resource/Elizabeth_of_Luxembourg	"Sigismund, Holy Roman Emperor"	"https://dbpedia.org/page/Sigismund,_Holy_Roman_Emperor"	"http://en.wikipedia.org/wiki/Sigismund,_Holy_Roman_Emperor?oldid=1124877501&ns=0"
"Joel Roberts Poinsett (March 2, 1779 – December 12, 1851) was an American physician, diplomat and slave owner. He was the first U.S. agent in South America, a member of the South Carolina legislature and the United States House of Representatives, the first United States Minister to Mexico, a Unionist leader in South Carolina during the Nullification Crisis, Secretary of War under Martin Van Buren, and a co-founder of the National Institute for the Promotion of Science and the Useful Arts (a predecessor of the Smithsonian Institution)."	http://dbpedia.org/resource/United_States	Joel Roberts Poinsett	https://dbpedia.org/page/Joel_Roberts_Poinsett	http://en.wikipedia.org/wiki/Joel_Roberts_Poinsett?oldid=1115443323&ns=0
"Odo (French: Eudes; c. 857 – 1 January 898) was the elected King of West Francia from 888 to 898. He was the first king from the Robertian dynasty. Before assuming the kingship, Odo was the count of Paris. His reign marked the definitive separation of West Francia from the Carolingian Empire, which would never reunite."	http://dbpedia.org/resource/Robert_the_Strong	Odo of France	https://dbpedia.org/page/Odo_of_France	http://en.wikipedia.org/wiki/Odo_of_France?oldid=1121866307&ns=0
"Ebergötzen is a village in the District of Göttingen in Germany in Lower Saxony. It is 15 km from Göttingen and belongs to the Samtgemeinde Radolfshausen. Ebergötzen has 1,927 inhabitants (December 2020). Ebergötzen is home to two tourist attractions, the Wilhelm Busch Museum, and the European Bread Museum."	http://dbpedia.org/resource/Göttingen	Ebergötzen	https://dbpedia.org/page/Eberg%C3%B6tzen	http://en.wikipedia.org/wiki/Ebergötzen?oldid=1116593364&ns=0
"Thetakudi Harihara Vinayakram (born 11 August 1942), also known as Vikku Vinayakram, is an Indian percussionist. He is also known as the God of ghatam. He plays Carnatic music with the ghatam, an earthen pot, and is credited with popularising the ghatam. He was awarded the Padma Shri, given by Government of India in 2002, and later the 2012 Sangeet Natak Akademi Fellowship, the highest honour in the performing arts conferred by the Sangeet Natak Akademi, India's National Academy for Music, Dance and Drama. In 2014 he was awarded the Padma Bhushan."	http://dbpedia.org/resource/Carnatic_music	T. H. Vinayakram	https://dbpedia.org/page/T._H._Vinayakram	http://en.wikipedia.org/wiki/T._H._Vinayakram?oldid=1094694241&ns=0
"Olivier Guichard (French pronunciation: ​[ɔlivje giʃaʁ]; 27 July 1920 – 20 January 2004) was a French politician. He was born in Néac and joined the French Army in 1944 and served until the end of World War II, during which, he earned the Médaille militaire and the Croix de guerre. At the end of his life he also was a grand officer of the Légion d'honneur."	http://dbpedia.org/resource/University_of_Paris	Olivier Guichard	https://dbpedia.org/page/Olivier_Guichard	http://en.wikipedia.org/wiki/Olivier_Guichard?oldid=1067680504&ns=0
"Manx (Gaelg or Gailck, pronounced [ɡilɡ, -eːlɡ] or [gilk]), also known as Manx Gaelic, is a Gaelic language of the insular Celtic branch of the Celtic language family, itself a branch of the Indo-European language family. Manx is the historical language of the Manx people."	http://commons.wikimedia.org/wiki/Special:FilePath/Idioma_manés.png?width=300	Manx language	https://dbpedia.org/page/Manx_language	http://en.wikipedia.org/wiki/Manx_language?oldid=1124862534&ns=0
"A fruit tree is a tree which bears fruit that is consumed or used by animals and humans — all trees that are flowering plants produce fruit, which are the ripened ovaries of flowers containing one or more seeds. In horticultural usage, the term ""fruit tree"" is limited to those that provide fruit for human food. Types of fruits are described and defined elsewhere (see Fruit), but would include ""fruit"" in a culinary sense, as well as some nut-bearing trees, such as walnuts."	http://commons.wikimedia.org/wiki/Special:FilePath/Plum_tree_with_fruit.jpg?width=300	Fruit tree	https://dbpedia.org/page/Fruit_tree	http://en.wikipedia.org/wiki/Fruit_tree?oldid=1087463177&ns=0
"Daniel Swarovski (24 October 1862 – 23 January 1956) was a Bohemian-born Austrian glass cutter, jeweler, and founder of the Swarovski crystal dynasty."	http://dbpedia.org/resource/Wattens	Daniel Swarovski	https://dbpedia.org/page/Daniel_Swarovski	http://en.wikipedia.org/wiki/Daniel_Swarovski?oldid=1118714140&ns=0
"Hans-Peter Seidel (born 24 April 1958, in Stuttgart, West Germany) is a computer graphics researcher at the Max Planck Institute for Computer Science and Saarland University."	http://dbpedia.org/resource/Template:Authority_control	Hans-Peter Seidel	https://dbpedia.org/page/Hans-Peter_Seidel	http://en.wikipedia.org/wiki/Hans-Peter_Seidel?oldid=1090346365&ns=0
"Jimmy Lee Swaggart (/ˈswæɡərt/; born March 15, 1935) is an American Pentecostal televangelist, gospel music recording artist, pianist, and Christian author. His television ministry, which began in 1971, and was originally known as the “Camp Meeting Hour”, has a viewing audience both in the U.S. and internationally. The weekly Jimmy Swaggart Telecast and A Study in the Word programs are broadcast throughout the U.S. and on 78 channels in 104 countries, and over the Internet. In 1980, Swaggart received a Grammy Award nomination for Best Performance for Traditional Gospel."	http://dbpedia.org/resource/Jerry_Lee_Lewis	Jimmy Swaggart	https://dbpedia.org/page/Jimmy_Swaggart	http://en.wikipedia.org/wiki/Jimmy_Swaggart?oldid=1123098091&ns=0
"Abraham Nitzan (Hebrew: אברהם ניצן, born 1944) is a professor of chemistry at the Tel Aviv University department of chemical physics and the University of Pennsylvania department of chemistry."	http://dbpedia.org/resource/Chemical_physics	Abraham Nitzan	https://dbpedia.org/page/Abraham_Nitzan	http://en.wikipedia.org/wiki/Abraham_Nitzan?oldid=1078299502&ns=0
"Heinz Gottfried Nawratil (18 June 1937 in Suchdol nad Odrou, Czechoslovakia – 15 May 2015) was a German lawyer, legal author and human rights activist. After World War II Nawratil settled in Bavaria, West Germany, where he grew up in Miesbach. He studied law, earned a doctorate and worked as a civil law notary beginning in 1970. He was awarded the Förderpreis of the »Stiftung der Deutschen Gemeinden und Gemeindeverbände zur Förderung der Kommunalwissenschaften« in 1965. He is also known for his research on the expulsion of Germans after World War II, which has been criticized by German historian Martin Broszat (former head of Institute of Contemporary History in Munich) as ""polemics with a nationalist-rightist point of view"". Borszat wrote about Nawratil that he ""exaggerates in an absurd m"	http://dbpedia.org/resource/Heinz_Nawratil__PersonFunction__1	Heinz Nawratil	https://dbpedia.org/page/Heinz_Nawratil	http://en.wikipedia.org/wiki/Heinz_Nawratil?oldid=1087851031&ns=0
"Mikhail Moiseyevich Botvinnik (August 17 [O.S. August 4] 1911 – May 5, 1995) was a Soviet and Russian chess grandmaster. The sixth World Chess Champion, he also worked as an electrical engineer and computer scientist and was a pioneer in computer chess."	"http://dbpedia.org/resource/Repino,_Saint_Petersburg"	Mikhail Botvinnik	https://dbpedia.org/page/Mikhail_Botvinnik	http://en.wikipedia.org/wiki/Mikhail_Botvinnik?oldid=1124819083&ns=0
Harald Burger (born 1940 in Duisburg) is a Swiss-German linguist. He received his Ph.D. in 1964 at the University of Zurich. (His dissertation Belisarius: Edition und Versuch einer Deutung is a study about the baroque author Jacob Bidermann). In 1975 Burger was appointed full professor of Germanic philology. In 1990 Harald Burger was naturalized in Switzerland. In 2006 he became professor emeritus.	http://dbpedia.org/resource/Linguistics	Harald Burger	https://dbpedia.org/page/Harald_Burger	http://en.wikipedia.org/wiki/Harald_Burger?oldid=1047145835&ns=0
Wybrand Simonsz. de Geest (16 August 1592 – c. 1661) was a Dutch Golden Age portrait painter from Friesland.	http://dbpedia.org/resource/Leeuwarden	Wybrand de Geest	https://dbpedia.org/page/Wybrand_de_Geest	http://en.wikipedia.org/wiki/Wybrand_de_Geest?oldid=1119298844&ns=0
"Frank Forrester Church III (July 25, 1924 – April 7, 1984) was an American politician and lawyer. A member of the Democratic Party, he served as a United States senator from Idaho from 1957 until his defeat in 1981. As of 2022, he is the longest serving Democratic senator from the state as he is the only Democrat from the state who has served more than two terms in the Senate. He was a prominent figure in American foreign policy, and established a reputation as a member of the party's liberal wing."	"http://dbpedia.org/resource/Boise,_Idaho"	Frank Church	https://dbpedia.org/page/Frank_Church	http://en.wikipedia.org/wiki/Frank_Church?oldid=1123860890&ns=0
"Jakob Abbadie (French: [abadi]; c. 1654 – 25 September 1727), also known as Jacques or James Abbadie, was a French Protestant minister and writer. He became Dean of Killaloe, in Ireland."	http://commons.wikimedia.org/wiki/Special:FilePath/Jakob_Abbadie.jpg?width=300	Jakob Abbadie	https://dbpedia.org/page/Jakob_Abbadie	http://en.wikipedia.org/wiki/Jakob_Abbadie?oldid=1091487899&ns=0
"(Hans) Georg Wenzeslaus von Knobelsdorff (17 February 1699 – 16 September 1753) was a painter and architect in Prussia. Knobelsdorff was born in Kuckädel, now in Krosno Odrzańskie County. A soldier in the service of Prussia, he resigned his commission in 1729 as captain so that he could pursue his interest in architecture. In 1740 he travelled to Paris and Italy to study at the expense of the new king, Frederick II of Prussia."	http://commons.wikimedia.org/wiki/Special:FilePath/Georg_Wenzeslaus_von_Knobelsdorff_1738.jpg?width=300	Georg Wenzeslaus von Knobelsdorff	https://dbpedia.org/page/Georg_Wenzeslaus_von_Knobelsdorff	http://en.wikipedia.org/wiki/Georg_Wenzeslaus_von_Knobelsdorff?oldid=1121934331&ns=0
"John Eliot Sturges (/ˈstɜːrdʒɪs/; January 3, 1910 – August 18, 1992) was an American film director. His films include Bad Day at Black Rock (1955), Gunfight at the O.K. Corral (1957), The Magnificent Seven (1960), The Great Escape (1963), and Ice Station Zebra (1968). In 2013, The Magnificent Seven and 2018, Bad Day at Black Rock were selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant""."	"http://dbpedia.org/resource/Oak_Park,_Illinois"	John Sturges	https://dbpedia.org/page/John_Sturges	http://en.wikipedia.org/wiki/John_Sturges?oldid=1117822153&ns=0
"Oldenhütten is a municipality in the district of Rendsburg-Eckernförde, in Schleswig-Holstein, Germany."	http://dbpedia.org/resource/Rendsburg-Eckernförde	Oldenhütten	https://dbpedia.org/page/Oldenh%C3%BCtten	http://en.wikipedia.org/wiki/Oldenhütten?oldid=1043142859&ns=0
Charles Oberthür (14 September 1845 – 1 June 1924) was a French amateur entomologist specializing in lepidoptera.	http://dbpedia.org/resource/Entomology	Charles Oberthür	https://dbpedia.org/page/Charles_Oberth%C3%BCr	http://en.wikipedia.org/wiki/Charles_Oberthür?oldid=1121611808&ns=0
"Vanessa-Mae (陈美 Chén Měi; born 27 October 1978) also called Vanessa-Mae Vanakorn Nicholson, is a Singaporean-born British violinist with album sales reaching several million, having made her the wealthiest entertainer under 30 in the United Kingdom in 2006. She competed under the name Vanessa Vanakorn (Thai: วาเนสซ่า วรรณกร; her father's surname) for Thailand in alpine skiing at the 2014 Winter Olympics. She was initially banned from skiing by the International Ski Federation (FIS) after participating in a qualifying race allegedly organised to enable her to qualify for the Winter Olympics. An appeal to the Court of Arbitration for Sport led to the ban being nullified, citing lack of evidence for her own wrongdoing or any manipulation. The FIS later issued an apology to her."	http://www.vanessamaeofficial.com	Vanessa-Mae	https://dbpedia.org/page/Vanessa-Mae	http://en.wikipedia.org/wiki/Vanessa-Mae?oldid=1121971032&ns=0
"Ubon Ratchathani (Thai: อุบลราชธานี, pronounced [ʔubon râːt.tɕʰa.tʰaːniː]) is one of the four major cities of Isan (with Khorat/Nakhon Ratchasima, Udon Thani, and Khon Kaen), also known as the ""big four of Isan."" The city is on the Mun River in the southeast of the Isan region of Thailand, and is located 615 km (382 mi) away from Bangkok. It is known as Ubon (อุบลฯ) for short. The name means ""royal lotus city"". Ubon is the administrative center of Ubon Ratchathani Province."	http://dbpedia.org/resource/Ubon_Ratchathani__PoliticalFunction__1	Ubon Ratchathani	https://dbpedia.org/page/Ubon_Ratchathani	http://en.wikipedia.org/wiki/Ubon_Ratchathani?oldid=1104287217&ns=0
"Bruce Anslie Evans (born September 19, 1946) is an American film director, producer and screenwriter best known for his work on Stand by Me (1986), Jungle 2 Jungle (1997) and Mr. Brooks (2007)."	http://dbpedia.org/resource/Director	Bruce A. Evans	https://dbpedia.org/page/Bruce_A._Evans	http://en.wikipedia.org/wiki/Bruce_A._Evans?oldid=1122220272&ns=0
"The Darius Painter was an Apulian vase painter and the most eminent representative at the end of the ""Ornate Style"" in South Italian red-figure vase painting. His works were produced between 340 and 320 BC."	http://commons.wikimedia.org/wiki/Special:FilePath/Darius_vase_Napoli_Museum_without_background.jpg?width=300	Darius Painter	https://dbpedia.org/page/Darius_Painter	http://en.wikipedia.org/wiki/Darius_Painter?oldid=1115805759&ns=0
"Arthur John MacLean (6 July 1858 – 24 February 1943) was an Anglican bishop in the later decades of the 19th century and first four of the 20th century. Maclean was born into an ecclesiastical family. His father, the Rev Arthur J. Macleane (he later dropped the final ""e"" from the surname), began a career in the East India Company before returning to England, obtaining a degree from Trinity College, Cambridge, being ordained and securing appointment as inaugural Principal of Brighton College (1846–51). He held two subsequent headships and was editor of various Classical texts, especially Horace and Juvenal."	"http://dbpedia.org/resource/Diocese_of_Moray,_Ross_and_Caithness"	Arthur Maclean	https://dbpedia.org/page/Arthur_Maclean	http://en.wikipedia.org/wiki/Arthur_Maclean?oldid=1123247990&ns=0
"Ekaterina ""Katia"" Alexandrovna Gordeeva (Russian: Екатерина Александровна Гордеева; born 28 May 1971) is a Russian figure skater. Together with her husband, the late Sergei Grinkov, she was the 1988 and 1994 Olympic Champion and four-time World Champion (1986, 1987, 1989, 1990) in pair skating. After Grinkov's death, Gordeeva continued performing as a singles skater."	http://dbpedia.org/resource/Sergei_Grinkov	Ekaterina Gordeeva	https://dbpedia.org/page/Ekaterina_Gordeeva	http://en.wikipedia.org/wiki/Ekaterina_Gordeeva?oldid=1106092739&ns=0
"Warsteiner (German pronunciation: [ˈvaːɐ̯ʃtaɪnɐ, ˈvaʁ-]) beer is brewed in the Arnsberg Forest Nature Park outside of Warstein, North Rhine-Westphalia, Germany. Warsteiner has been owned by the Cramer family since 1753. Warsteiner is Germany's largest privately owned brewery; its best selling beer is Warsteiner Premium Verum. Warsteiner ranks fifth among Germany's best selling breweries."	http://dbpedia.org/resource/Germany	Warsteiner	https://dbpedia.org/page/Warsteiner	http://en.wikipedia.org/wiki/Warsteiner?oldid=1099287077&ns=0
"Tâdj ol-Molouk (Persian: تاج‌الملوک; 17 March 1896 – 10 March 1982) was an Iranian royal, who was the Queen of Iran as the wife of Reza Shah, founder of the Pahlavi dynasty and Shah of Iran between 1925 and 1941. The title she was given after becoming queen means ""Crown of the Kings"" in the Persian language. She was the first queen in Iran after the Muslim conquest in the seventh century to have participated in public royal representation, and she played a major role in the kashf-e hijab (ban of the veil) in 1936."	http://commons.wikimedia.org/wiki/Special:FilePath/Tadj_olMolouk.jpg?width=300	Tadj ol-Molouk	https://dbpedia.org/page/Tadj_ol-Molouk	http://en.wikipedia.org/wiki/Tadj_ol-Molouk?oldid=1113274483&ns=0
"Anton Bergmann (Lier, 29 June 1835 – Lier, 21 January 1874) was a Belgian writer and a liberal Flemish activist. Already during his youth he was fond of Dutch literature, and together with Julius Vuylsteke, he was a member of 't zal wel gaan, a Flemish cultural and liberal organization. After he graduated from humaniora (E: highschool), he went to the University of Ghent, where he obtained a bachelor's degree in literature, law and notary. Afterwards he attended the Vrije Hogeschool van Brussel (E: Free University of Brussels), where he obtained a doctorate in law in 1858. In the meantime he was very active as a writer and as an historian. He wrote a study on Philips van Marnix van Sint Aldegonde, plundering der hoofdkerk van Lier (E: Philips van Marnix van Sint Aldegonde, the looting of t"	http://commons.wikimedia.org/wiki/Special:FilePath/Bergmann_Anton_070512_(retouched).jpg?width=300	Anton Bergmann	https://dbpedia.org/page/Anton_Bergmann	http://en.wikipedia.org/wiki/Anton_Bergmann?oldid=1121799168&ns=0
"Kieler Förde is an approximately 17 km (11 mi) long inlet of the Baltic Sea on the eastern side of Schleswig-Holstein, Germany. Formed by glacial movement during the last ice age, it divides Danish Wold peninsula from Wagria. Like the other inlets of förde-type, geologically it is not a fjord. It originates at the Hörn in centre-city Kiel and merges into the Bay of Kiel."	http://commons.wikimedia.org/wiki/Special:FilePath/Kiel_Luftaufnahme.jpg?width=300	Kieler Förde	https://dbpedia.org/page/Kieler_F%C3%B6rde	http://en.wikipedia.org/wiki/Kieler_Förde?oldid=1075794720&ns=0
"Carl Gustaf Thomson (13 October 1824, in Malmöhus – 20 September 1899, in Lund) was a Swedish entomologist. Thomson became a student in the University of Lund in 1843, graduated in 1850 and became associate professor of zoology there in 1857. In 1862 he became the curator of the entomological department of the Zoological Museum and in 1864 became a lecturer in entomology as well. An 1872 scholarship enabled him to travel to the continent for scientific study. He was offered the post of Director of the Entomological Museum in Berlin, but he declined."	http://commons.wikimedia.org/wiki/Special:FilePath/Carl_Gustaf_Thomson_porträtt_lund_sweden.jpg?width=300	Carl Gustaf Thomson	https://dbpedia.org/page/Carl_Gustaf_Thomson	http://en.wikipedia.org/wiki/Carl_Gustaf_Thomson?oldid=1092828408&ns=0
Piding is an approved climatic spa in Bavaria near to the border of Austria close to Bad Reichenhall and Freilassing.	http://dbpedia.org/resource/Berchtesgadener_Land	Piding	https://dbpedia.org/page/Piding	http://en.wikipedia.org/wiki/Piding?oldid=1123193682&ns=0
